geo_id,inv_stop_count
1400000US17031010100,3.0
1400000US17031010201,18.0
1400000US17031010202,16.0
1400000US17031010300,9.0
1400000US17031010400,39.0
1400000US17031010501,12.0
1400000US17031010502,18.0
1400000US17031010503,27.0
1400000US17031010600,39.0
1400000US17031010701,30.0
1400000US17031010702,31.0
1400000US17031020100,18.0
1400000US17031020200,11.0
1400000US17031020301,22.0
1400000US17031020302,22.0
1400000US17031020400,29.0
1400000US17031020500,60.0
1400000US17031020601,33.0
1400000US17031020602,33.0
1400000US17031020701,46.0
1400000US17031020702,40.0
1400000US17031020801,34.0
1400000US17031020802,31.0
1400000US17031020901,36.0
1400000US17031020902,63.0
1400000US17031030101,34.0
1400000US17031030102,15.0
1400000US17031030103,15.0
1400000US17031030104,27.0
1400000US17031030200,39.0
1400000US17031030300,41.0
1400000US17031030400,41.0
1400000US17031030500,48.0
1400000US17031030601,34.0
1400000US17031030603,29.0
1400000US17031030604,17.0
1400000US17031030701,29.0
1400000US17031030702,10.0
1400000US17031030703,36.0
1400000US17031030706,24.0
1400000US17031030800,43.0
1400000US17031030900,35.0
1400000US17031031000,61.0
1400000US17031031100,72.0
1400000US17031031200,33.0
1400000US17031031300,26.0
1400000US17031031400,53.0
1400000US17031031501,16.0
1400000US17031031502,18.0
1400000US17031031700,50.0
1400000US17031031800,34.0
1400000US17031031900,25.0
1400000US17031032100,39.0
1400000US17031040100,52.0
1400000US17031040201,48.0
1400000US17031040202,32.0
1400000US17031040300,69.0
1400000US17031040401,57.0
1400000US17031040402,67.0
1400000US17031040600,53.0
1400000US17031040700,34.0
1400000US17031040800,35.0
1400000US17031040900,35.0
1400000US17031050100,35.0
1400000US17031050200,35.0
1400000US17031050300,26.0
1400000US17031050500,67.0
1400000US17031050600,51.0
1400000US17031050700,32.0
1400000US17031050800,32.0
1400000US17031050900,12.0
1400000US17031051000,26.0
1400000US17031051100,46.0
1400000US17031051200,46.0
1400000US17031051300,34.0
1400000US17031051400,58.0
1400000US17031060100,63.0
1400000US17031060200,39.0
1400000US17031060300,39.0
1400000US17031060400,54.0
1400000US17031060500,43.0
1400000US17031060800,37.0
1400000US17031060900,28.0
1400000US17031061000,44.0
1400000US17031061100,31.0
1400000US17031061200,51.0
1400000US17031061500,31.0
1400000US17031061800,29.0
1400000US17031061901,26.0
1400000US17031061902,26.0
1400000US17031062000,42.0
1400000US17031062100,42.0
1400000US17031062200,29.0
1400000US17031062300,49.0
1400000US17031062400,49.0
1400000US17031062500,20.0
1400000US17031062600,45.0
1400000US17031062700,58.0
1400000US17031062800,78.0
1400000US17031062900,47.0
1400000US17031063000,60.0
1400000US17031063100,55.0
1400000US17031063200,26.0
1400000US17031063301,31.0
1400000US17031063302,31.0
1400000US17031063303,31.0
1400000US17031063400,44.0
1400000US17031070101,40.0
1400000US17031070102,31.0
1400000US17031070103,29.0
1400000US17031070200,55.0
1400000US17031070300,53.0
1400000US17031070400,53.0
1400000US17031070500,40.0
1400000US17031070600,25.0
1400000US17031070700,48.0
1400000US17031071000,33.0
1400000US17031071100,62.0
1400000US17031071200,40.0
1400000US17031071300,49.0
1400000US17031071400,49.0
1400000US17031071500,39.0
1400000US17031071600,31.0
1400000US17031071700,29.0
1400000US17031071800,29.0
1400000US17031080100,10.0
1400000US17031080201,28.0
1400000US17031080202,19.0
1400000US17031080300,36.0
1400000US17031080400,44.0
1400000US17031081000,35.0
1400000US17031081100,25.0
1400000US17031081201,25.0
1400000US17031081202,17.0
1400000US17031081300,7.0
1400000US17031081401,13.0
1400000US17031081402,6.0
1400000US17031081403,11.0
1400000US17031081500,34.0
1400000US17031081600,31.0
1400000US17031081700,31.0
1400000US17031081800,38.0
1400000US17031081900,25.0
1400000US17031090100,6.0
1400000US17031090200,16.0
1400000US17031090300,10.0
1400000US17031100100,32.0
1400000US17031100200,41.0
1400000US17031100300,10.0
1400000US17031100400,10.0
1400000US17031100500,48.0
1400000US17031100600,31.0
1400000US17031100700,34.0
1400000US17031110100,43.0
1400000US17031110200,28.0
1400000US17031110300,44.0
1400000US17031110400,28.0
1400000US17031110501,37.0
1400000US17031110502,28.0
1400000US17031120100,31.0
1400000US17031120200,35.0
1400000US17031120300,35.0
1400000US17031120400,38.0
1400000US17031130100,20.0
1400000US17031130200,35.0
1400000US17031130300,26.0
1400000US17031140100,18.0
1400000US17031140200,39.0
1400000US17031140301,43.0
1400000US17031140302,17.0
1400000US17031140400,51.0
1400000US17031140500,43.0
1400000US17031140601,43.0
1400000US17031140602,30.0
1400000US17031140701,39.0
1400000US17031140702,32.0
1400000US17031140800,19.0
1400000US17031150200,47.0
1400000US17031150300,65.0
1400000US17031150401,40.0
1400000US17031150402,43.0
1400000US17031150501,41.0
1400000US17031150502,53.0
1400000US17031150600,27.0
1400000US17031150700,37.0
1400000US17031150800,35.0
1400000US17031151001,37.0
1400000US17031151002,38.0
1400000US17031151100,37.0
1400000US17031151200,38.0
1400000US17031160100,42.0
1400000US17031160200,26.0
1400000US17031160300,34.0
1400000US17031160400,26.0
1400000US17031160501,23.0
1400000US17031160502,34.0
1400000US17031160601,10.0
1400000US17031160602,37.0
1400000US17031160700,49.0
1400000US17031160800,42.0
1400000US17031160900,34.0
1400000US17031161000,34.0
1400000US17031161100,26.0
1400000US17031161200,39.0
1400000US17031161300,32.0
1400000US17031170100,50.0
1400000US17031170200,37.0
1400000US17031170300,34.0
1400000US17031170400,32.0
1400000US17031170500,29.0
1400000US17031170600,9.0
1400000US17031170700,9.0
1400000US17031170800,30.0
1400000US17031170900,20.0
1400000US17031171000,45.0
1400000US17031171100,36.0
1400000US17031180100,32.0
1400000US17031190100,28.0
1400000US17031190200,50.0
1400000US17031190300,52.0
1400000US17031190401,49.0
1400000US17031190402,49.0
1400000US17031190601,45.0
1400000US17031190602,34.0
1400000US17031190701,27.0
1400000US17031190702,49.0
1400000US17031190800,49.0
1400000US17031190900,26.0
1400000US17031191000,41.0
1400000US17031191100,52.0
1400000US17031191200,37.0
1400000US17031191301,22.0
1400000US17031191302,22.0
1400000US17031200100,49.0
1400000US17031200200,58.0
1400000US17031200300,47.0
1400000US17031200401,34.0
1400000US17031200402,42.0
1400000US17031210100,49.0
1400000US17031210400,34.0
1400000US17031210501,28.0
1400000US17031210502,30.0
1400000US17031210601,51.0
1400000US17031210602,32.0
1400000US17031210700,32.0
1400000US17031210800,23.0
1400000US17031210900,49.0
1400000US17031220300,31.0
1400000US17031220400,31.0
1400000US17031220500,45.0
1400000US17031220601,35.0
1400000US17031220602,55.0
1400000US17031220701,35.0
1400000US17031220702,55.0
1400000US17031220901,37.0
1400000US17031220902,35.0
1400000US17031221000,25.0
1400000US17031221100,52.0
1400000US17031221200,24.0
1400000US17031221300,34.0
1400000US17031221400,51.0
1400000US17031221500,38.0
1400000US17031221600,38.0
1400000US17031222200,38.0
1400000US17031222500,25.0
1400000US17031222600,39.0
1400000US17031222700,42.0
1400000US17031222800,39.0
1400000US17031222900,50.0
1400000US17031230100,24.0
1400000US17031230200,28.0
1400000US17031230300,25.0
1400000US17031230400,33.0
1400000US17031230500,35.0
1400000US17031230600,47.0
1400000US17031230700,58.0
1400000US17031230800,33.0
1400000US17031230900,37.0
1400000US17031231100,26.0
1400000US17031231200,37.0
1400000US17031231500,43.0
1400000US17031240200,43.0
1400000US17031240300,43.0
1400000US17031240500,31.0
1400000US17031240600,32.0
1400000US17031240700,32.0
1400000US17031240800,24.0
1400000US17031240900,53.0
1400000US17031241000,41.0
1400000US17031241100,61.0
1400000US17031241200,53.0
1400000US17031241300,31.0
1400000US17031241400,51.0
1400000US17031241500,26.0
1400000US17031241600,38.0
1400000US17031242000,34.0
1400000US17031242100,49.0
1400000US17031242200,54.0
1400000US17031242300,42.0
1400000US17031242400,42.0
1400000US17031242500,45.0
1400000US17031242600,45.0
1400000US17031242700,23.0
1400000US17031242800,56.0
1400000US17031242900,38.0
1400000US17031243000,38.0
1400000US17031243100,60.0
1400000US17031243200,37.0
1400000US17031243300,22.0
1400000US17031243400,29.0
1400000US17031243500,29.0
1400000US17031250200,33.0
1400000US17031250300,39.0
1400000US17031250400,38.0
1400000US17031250500,14.0
1400000US17031250600,21.0
1400000US17031250700,44.0
1400000US17031250800,31.0
1400000US17031251000,36.0
1400000US17031251100,31.0
1400000US17031251200,34.0
1400000US17031251300,18.0
1400000US17031251400,22.0
1400000US17031251500,36.0
1400000US17031251600,27.0
1400000US17031251700,26.0
1400000US17031251800,40.0
1400000US17031251900,26.0
1400000US17031252000,15.0
1400000US17031252101,11.0
1400000US17031252102,16.0
1400000US17031252201,11.0
1400000US17031252202,18.0
1400000US17031260100,20.0
1400000US17031260200,32.0
1400000US17031260300,29.0
1400000US17031260400,26.0
1400000US17031260500,21.0
1400000US17031260600,28.0
1400000US17031260700,24.0
1400000US17031260800,34.0
1400000US17031260900,17.0
1400000US17031261000,14.0
1400000US17031270500,28.0
1400000US17031271200,49.0
1400000US17031271300,36.0
1400000US17031271400,45.0
1400000US17031271500,21.0
1400000US17031271800,24.0
1400000US17031280100,40.0
1400000US17031280400,41.0
1400000US17031280800,47.0
1400000US17031280900,24.0
1400000US17031281900,28.0
1400000US17031282700,36.0
1400000US17031282800,32.0
1400000US17031283100,19.0
1400000US17031283200,32.0
1400000US17031283800,39.0
1400000US17031290900,32.0
1400000US17031291200,30.0
1400000US17031291600,21.0
1400000US17031292200,26.0
1400000US17031292400,23.0
1400000US17031292500,14.0
1400000US17031300500,18.0
1400000US17031300600,46.0
1400000US17031300700,28.0
1400000US17031300800,39.0
1400000US17031300900,30.0
1400000US17031301100,29.0
1400000US17031301200,26.0
1400000US17031301600,19.0
1400000US17031301701,27.0
1400000US17031301702,18.0
1400000US17031301801,18.0
1400000US17031301802,18.0
1400000US17031301803,9.0
1400000US17031310200,34.0
1400000US17031310300,28.0
1400000US17031310400,28.0
1400000US17031310500,26.0
1400000US17031310600,39.0
1400000US17031310700,33.0
1400000US17031310800,42.0
1400000US17031310900,16.0
1400000US17031320100,27.0
1400000US17031320400,17.0
1400000US17031320600,15.0
1400000US17031330100,20.0
1400000US17031330200,33.0
1400000US17031340300,28.0
1400000US17031340400,28.0
1400000US17031340500,52.0
1400000US17031340600,46.0
1400000US17031350100,19.0
1400000US17031350400,22.0
1400000US17031351000,31.0
1400000US17031351100,23.0
1400000US17031351400,36.0
1400000US17031351500,24.0
1400000US17031360200,24.0
1400000US17031380100,33.0
1400000US17031380200,33.0
1400000US17031380500,22.0
1400000US17031380700,22.0
1400000US17031381200,39.0
1400000US17031381400,20.0
1400000US17031381500,20.0
1400000US17031381800,32.0
1400000US17031381900,41.0
1400000US17031390100,22.0
1400000US17031390200,22.0
1400000US17031390300,41.0
1400000US17031390400,46.0
1400000US17031390500,27.0
1400000US17031390600,23.0
1400000US17031390700,23.0
1400000US17031400300,59.0
1400000US17031400400,29.0
1400000US17031400500,20.0
1400000US17031400800,32.0
1400000US17031410100,23.0
1400000US17031410200,39.0
1400000US17031410500,31.0
1400000US17031410600,43.0
1400000US17031410700,43.0
1400000US17031410800,27.0
1400000US17031410900,27.0
1400000US17031411000,35.0
1400000US17031411100,43.0
1400000US17031411200,27.0
1400000US17031420100,31.0
1400000US17031420200,23.0
1400000US17031420300,31.0
1400000US17031420400,43.0
1400000US17031420500,51.0
1400000US17031420600,48.0
1400000US17031420700,30.0
1400000US17031420800,38.0
1400000US17031421200,30.0
1400000US17031430101,15.0
1400000US17031430102,16.0
1400000US17031430200,15.0
1400000US17031430300,25.0
1400000US17031430400,33.0
1400000US17031430500,20.0
1400000US17031430600,28.0
1400000US17031430700,8.0
1400000US17031430800,22.0
1400000US17031430900,30.0
1400000US17031431200,29.0
1400000US17031431301,21.0
1400000US17031431302,24.0
1400000US17031431400,15.0
1400000US17031440101,16.0
1400000US17031440102,27.0
1400000US17031440201,24.0
1400000US17031440202,17.0
1400000US17031440300,34.0
1400000US17031440600,27.0
1400000US17031440700,18.0
1400000US17031440800,18.0
1400000US17031440900,18.0
1400000US17031450300,44.0
1400000US17031460100,49.0
1400000US17031460200,26.0
1400000US17031460301,26.0
1400000US17031460302,38.0
1400000US17031460400,48.0
1400000US17031460500,49.0
1400000US17031460600,17.0
1400000US17031460700,26.0
1400000US17031461000,44.0
1400000US17031470100,52.0
1400000US17031480100,36.0
1400000US17031480200,19.0
1400000US17031480300,19.0
1400000US17031480400,36.0
1400000US17031480500,42.0
1400000US17031490300,32.0
1400000US17031490400,23.0
1400000US17031490500,41.0
1400000US17031490600,24.0
1400000US17031490700,25.0
1400000US17031490800,25.0
1400000US17031490901,28.0
1400000US17031490902,35.0
1400000US17031491000,43.0
1400000US17031491100,49.0
1400000US17031491200,40.0
1400000US17031491300,33.0
1400000US17031491400,35.0
1400000US17031500100,34.0
1400000US17031500200,43.0
1400000US17031500300,27.0
1400000US17031510100,49.0
1400000US17031510200,29.0
1400000US17031510300,63.0
1400000US17031520100,11.0
1400000US17031520200,18.0
1400000US17031520300,17.0
1400000US17031520400,11.0
1400000US17031520500,17.0
1400000US17031520600,17.0
1400000US17031530100,25.0
1400000US17031530200,32.0
1400000US17031530300,15.0
1400000US17031530400,14.0
1400000US17031530501,31.0
1400000US17031530502,15.0
1400000US17031530503,6.0
1400000US17031530600,28.0
1400000US17031540101,5.0
1400000US17031540102,22.0
1400000US17031550100,6.0
1400000US17031550200,16.0
1400000US17031560100,28.0
1400000US17031560200,7.0
1400000US17031560300,7.0
1400000US17031560400,19.0
1400000US17031560700,30.0
1400000US17031560800,14.0
1400000US17031560900,7.0
1400000US17031561000,7.0
1400000US17031561100,29.0
1400000US17031570100,40.0
1400000US17031570200,26.0
1400000US17031570300,26.0
1400000US17031570400,26.0
1400000US17031570500,12.0
1400000US17031580100,23.0
1400000US17031580200,23.0
1400000US17031580300,28.0
1400000US17031580400,47.0
1400000US17031580501,37.0
1400000US17031580502,33.0
1400000US17031580600,33.0
1400000US17031580700,47.0
1400000US17031580800,24.0
1400000US17031590500,40.0
1400000US17031590600,26.0
1400000US17031590700,37.0
1400000US17031600400,39.0
1400000US17031600600,26.0
1400000US17031600700,38.0
1400000US17031600900,39.0
1400000US17031610300,70.0
1400000US17031610400,25.0
1400000US17031610800,18.0
1400000US17031611000,41.0
1400000US17031611100,37.0
1400000US17031611200,48.0
1400000US17031611300,61.0
1400000US17031611400,38.0
1400000US17031611500,58.0
1400000US17031611600,24.0
1400000US17031611700,24.0
1400000US17031611800,38.0
1400000US17031611900,36.0
1400000US17031612000,23.0
1400000US17031612100,32.0
1400000US17031620100,54.0
1400000US17031620200,40.0
1400000US17031620300,40.0
1400000US17031620400,28.0
1400000US17031630100,44.0
1400000US17031630200,34.0
1400000US17031630300,36.0
1400000US17031630400,44.0
1400000US17031630500,18.0
1400000US17031630800,30.0
1400000US17031630900,30.0
1400000US17031640100,16.0
1400000US17031640300,29.0
1400000US17031640400,13.0
1400000US17031640500,6.0
1400000US17031640600,22.0
1400000US17031640700,34.0
1400000US17031640800,28.0
1400000US17031650100,39.0
1400000US17031650200,39.0
1400000US17031650301,39.0
1400000US17031650302,39.0
1400000US17031650400,22.0
1400000US17031650500,20.0
1400000US17031660301,18.0
1400000US17031660302,38.0
1400000US17031660400,31.0
1400000US17031660500,29.0
1400000US17031660600,29.0
1400000US17031660700,42.0
1400000US17031660800,29.0
1400000US17031660900,23.0
1400000US17031661000,38.0
1400000US17031661100,28.0
1400000US17031670100,32.0
1400000US17031670200,45.0
1400000US17031670300,58.0
1400000US17031670400,34.0
1400000US17031670500,43.0
1400000US17031670600,30.0
1400000US17031670700,48.0
1400000US17031670800,39.0
1400000US17031670900,26.0
1400000US17031671100,39.0
1400000US17031671200,30.0
1400000US17031671300,38.0
1400000US17031671400,30.0
1400000US17031671500,33.0
1400000US17031671600,32.0
1400000US17031671800,25.0
1400000US17031671900,36.0
1400000US17031672000,36.0
1400000US17031680500,32.0
1400000US17031680600,33.0
1400000US17031680900,37.0
1400000US17031681000,28.0
1400000US17031681100,36.0
1400000US17031681200,30.0
1400000US17031681300,26.0
1400000US17031681400,40.0
1400000US17031690300,25.0
1400000US17031690400,30.0
1400000US17031690500,40.0
1400000US17031690900,45.0
1400000US17031691000,26.0
1400000US17031691100,38.0
1400000US17031691200,38.0
1400000US17031691300,27.0
1400000US17031691400,27.0
1400000US17031691500,35.0
1400000US17031700100,31.0
1400000US17031700200,30.0
1400000US17031700301,8.0
1400000US17031700302,8.0
1400000US17031700401,30.0
1400000US17031700402,18.0
1400000US17031700501,36.0
1400000US17031700502,38.0
1400000US17031710100,8.0
1400000US17031710200,19.0
1400000US17031710300,20.0
1400000US17031710400,20.0
1400000US17031710500,39.0
1400000US17031710600,36.0
1400000US17031710700,27.0
1400000US17031710800,33.0
1400000US17031710900,32.0
1400000US17031711000,30.0
1400000US17031711100,33.0
1400000US17031711200,20.0
1400000US17031711300,20.0
1400000US17031711400,50.0
1400000US17031711500,26.0
1400000US17031720100,11.0
1400000US17031720200,32.0
1400000US17031720300,43.0
1400000US17031720400,32.0
1400000US17031720500,25.0
1400000US17031720600,32.0
1400000US17031720700,28.0
1400000US17031730100,19.0
1400000US17031730201,17.0
1400000US17031730202,16.0
1400000US17031730300,11.0
1400000US17031730400,41.0
1400000US17031730500,41.0
1400000US17031730600,24.0
1400000US17031730700,35.0
1400000US17031740100,25.0
1400000US17031740200,11.0
1400000US17031740300,11.0
1400000US17031740400,11.0
1400000US17031750100,35.0
1400000US17031750200,32.0
1400000US17031750300,25.0
1400000US17031750400,14.0
1400000US17031750500,29.0
1400000US17031750600,22.0
1400000US17031760801,7.0
1400000US17031760802,29.0
1400000US17031760803,20.0
1400000US17031770602,1.0
1400000US17031770902,20.0
1400000US17031810400,35.0
1400000US17031821402,14.0
1400000US17031823304,38.0
1400000US17031830500,58.0
1400000US17031830600,62.0
1400000US17031830700,72.0
1400000US17031830800,44.0
1400000US17031830900,58.0
1400000US17031831000,55.0
1400000US17031831100,52.0
1400000US17031831200,57.0
1400000US17031831300,36.0
1400000US17031831400,23.0
1400000US17031831500,32.0
1400000US17031831600,22.0
1400000US17031831700,60.0
1400000US17031831800,35.0
1400000US17031831900,51.0
1400000US17031832000,44.0
1400000US17031832100,37.0
1400000US17031832200,29.0
1400000US17031832300,52.0
1400000US17031832400,41.0
1400000US17031832500,60.0
1400000US17031832600,52.0
1400000US17031832900,21.0
1400000US17031833000,23.0
1400000US17031833100,27.0
1400000US17031833300,21.0
1400000US17031833900,37.0
1400000US17031834000,26.0
1400000US17031834200,25.0
1400000US17031834300,44.0
1400000US17031834400,18.0
1400000US17031834500,35.0
1400000US17031834600,57.0
1400000US17031834700,36.0
1400000US17031834800,20.0
1400000US17031834900,40.0
1400000US17031835000,56.0
1400000US17031835100,59.0
1400000US17031835200,35.0
1400000US17031835500,63.0
1400000US17031835600,35.0
1400000US17031835700,32.0
1400000US17031835800,51.0
1400000US17031835900,55.0
1400000US17031836000,31.0
1400000US17031836100,48.0
1400000US17031836200,31.0
1400000US17031836300,48.0
1400000US17031836400,44.0
1400000US17031836500,35.0
1400000US17031836600,44.0
1400000US17031836700,50.0
1400000US17031836800,28.0
1400000US17031836900,25.0
1400000US17031837000,46.0
1400000US17031837100,19.0
1400000US17031837300,34.0
1400000US17031837400,35.0
1400000US17031837800,41.0
1400000US17031838000,31.0
1400000US17031838100,32.0
1400000US17031838200,27.0
1400000US17031838300,42.0
1400000US17031838600,36.0
1400000US17031838700,35.0
1400000US17031838800,86.0
1400000US17031839000,13.0
1400000US17031839100,47.0
1400000US17031839200,19.0
1400000US17031839500,24.0
1400000US17031839600,47.0
1400000US17031839700,36.0
1400000US17031839800,39.0
1400000US17031839900,59.0
1400000US17031840000,37.0
1400000US17031840100,28.0
1400000US17031840200,41.0
1400000US17031840300,35.0
1400000US17031840400,23.0
1400000US17031840700,38.0
1400000US17031840800,27.0
1400000US17031841000,15.0
1400000US17031841100,42.0
1400000US17031841200,36.0
1400000US17031841300,51.0
1400000US17031841400,35.0
1400000US17031841500,30.0
1400000US17031841600,29.0
1400000US17031841700,30.0
1400000US17031841800,45.0
1400000US17031841900,70.0
1400000US17031842000,58.0
1400000US17031842100,49.0
1400000US17031842200,80.0
1400000US17031842300,69.0
1400000US17031842400,49.0
1400000US17031842500,30.0
1400000US17031842600,77.0
1400000US17031842800,34.0
1400000US17031842900,84.0
1400000US17031843000,58.0
1400000US17031843100,45.0
1400000US17031843200,75.0
1400000US17031843300,34.0
1400000US17031843400,23.0
1400000US17031843500,40.0
1400000US17031843600,35.0
1400000US17031843700,77.0
1400000US17031843800,41.0
1400000US17031843900,41.0
