geo_id,complaint_count
1400000US17031010100,0.0
1400000US17031010201,0.0
1400000US17031010202,1.0
1400000US17031010300,0.0
1400000US17031010400,0.0
1400000US17031010501,0.0
1400000US17031010502,0.0
1400000US17031010503,0.0
1400000US17031010600,4.0
1400000US17031010701,0.0
1400000US17031010702,0.0
1400000US17031020100,0.0
1400000US17031020200,0.0
1400000US17031020301,0.0
1400000US17031020302,1.0
1400000US17031020400,2.0
1400000US17031020500,0.0
1400000US17031020601,0.0
1400000US17031020602,0.0
1400000US17031020701,0.0
1400000US17031020702,0.0
1400000US17031020801,0.0
1400000US17031020802,0.0
1400000US17031020901,0.0
1400000US17031020902,1.0
1400000US17031030101,1.0
1400000US17031030102,0.0
1400000US17031030103,0.0
1400000US17031030104,0.0
1400000US17031030200,1.0
1400000US17031030300,2.0
1400000US17031030400,0.0
1400000US17031030500,0.0
1400000US17031030601,0.0
1400000US17031030603,0.0
1400000US17031030604,0.0
1400000US17031030701,0.0
1400000US17031030702,0.0
1400000US17031030703,0.0
1400000US17031030706,0.0
1400000US17031030800,0.0
1400000US17031030900,0.0
1400000US17031031000,1.0
1400000US17031031100,1.0
1400000US17031031200,1.0
1400000US17031031300,1.0
1400000US17031031400,0.0
1400000US17031031501,0.0
1400000US17031031502,0.0
1400000US17031031700,0.0
1400000US17031031800,0.0
1400000US17031031900,0.0
1400000US17031032100,1.0
1400000US17031040100,1.0
1400000US17031040201,0.0
1400000US17031040202,3.0
1400000US17031040300,0.0
1400000US17031040401,1.0
1400000US17031040402,0.0
1400000US17031040600,1.0
1400000US17031040700,0.0
1400000US17031040800,1.0
1400000US17031040900,0.0
1400000US17031050100,0.0
1400000US17031050200,0.0
1400000US17031050300,1.0
1400000US17031050500,0.0
1400000US17031050600,0.0
1400000US17031050700,0.0
1400000US17031050800,0.0
1400000US17031050900,0.0
1400000US17031051000,0.0
1400000US17031051100,0.0
1400000US17031051200,0.0
1400000US17031051300,0.0
1400000US17031051400,0.0
1400000US17031060100,0.0
1400000US17031060200,0.0
1400000US17031060300,0.0
1400000US17031060400,0.0
1400000US17031060500,0.0
1400000US17031060800,0.0
1400000US17031060900,1.0
1400000US17031061000,1.0
1400000US17031061100,1.0
1400000US17031061200,0.0
1400000US17031061500,0.0
1400000US17031061800,0.0
1400000US17031061901,0.0
1400000US17031061902,1.0
1400000US17031062000,2.0
1400000US17031062100,2.0
1400000US17031062200,0.0
1400000US17031062300,0.0
1400000US17031062400,0.0
1400000US17031062500,0.0
1400000US17031062600,0.0
1400000US17031062700,1.0
1400000US17031062800,0.0
1400000US17031062900,0.0
1400000US17031063000,1.0
1400000US17031063100,0.0
1400000US17031063200,0.0
1400000US17031063301,0.0
1400000US17031063302,0.0
1400000US17031063303,1.0
1400000US17031063400,1.0
1400000US17031070101,0.0
1400000US17031070102,0.0
1400000US17031070103,0.0
1400000US17031070200,0.0
1400000US17031070300,0.0
1400000US17031070400,0.0
1400000US17031070500,0.0
1400000US17031070600,1.0
1400000US17031070700,0.0
1400000US17031071000,0.0
1400000US17031071100,0.0
1400000US17031071200,0.0
1400000US17031071300,0.0
1400000US17031071400,0.0
1400000US17031071500,1.0
1400000US17031071600,0.0
1400000US17031071700,1.0
1400000US17031071800,0.0
1400000US17031080100,1.0
1400000US17031080201,1.0
1400000US17031080202,1.0
1400000US17031080300,0.0
1400000US17031080400,2.0
1400000US17031081000,2.0
1400000US17031081100,0.0
1400000US17031081201,0.0
1400000US17031081202,0.0
1400000US17031081300,0.0
1400000US17031081401,2.0
1400000US17031081402,1.0
1400000US17031081403,2.0
1400000US17031081500,2.0
1400000US17031081600,0.0
1400000US17031081700,2.0
1400000US17031081800,2.0
1400000US17031081900,0.0
1400000US17031090100,1.0
1400000US17031090200,1.0
1400000US17031090300,0.0
1400000US17031100100,0.0
1400000US17031100200,1.0
1400000US17031100300,1.0
1400000US17031100400,0.0
1400000US17031100500,0.0
1400000US17031100600,4.0
1400000US17031100700,0.0
1400000US17031110100,1.0
1400000US17031110200,0.0
1400000US17031110300,1.0
1400000US17031110400,6.0
1400000US17031110501,0.0
1400000US17031110502,0.0
1400000US17031120100,1.0
1400000US17031120200,0.0
1400000US17031120300,1.0
1400000US17031120400,0.0
1400000US17031130100,1.0
1400000US17031130200,0.0
1400000US17031130300,0.0
1400000US17031140100,0.0
1400000US17031140200,0.0
1400000US17031140301,0.0
1400000US17031140302,1.0
1400000US17031140400,1.0
1400000US17031140500,4.0
1400000US17031140601,0.0
1400000US17031140602,0.0
1400000US17031140701,0.0
1400000US17031140702,0.0
1400000US17031140800,1.0
1400000US17031150200,0.0
1400000US17031150300,2.0
1400000US17031150401,0.0
1400000US17031150402,0.0
1400000US17031150501,0.0
1400000US17031150502,1.0
1400000US17031150600,0.0
1400000US17031150700,0.0
1400000US17031150800,0.0
1400000US17031151001,0.0
1400000US17031151002,1.0
1400000US17031151100,1.0
1400000US17031151200,2.0
1400000US17031160100,0.0
1400000US17031160200,0.0
1400000US17031160300,0.0
1400000US17031160400,0.0
1400000US17031160501,1.0
1400000US17031160502,0.0
1400000US17031160601,0.0
1400000US17031160602,3.0
1400000US17031160700,1.0
1400000US17031160800,0.0
1400000US17031160900,0.0
1400000US17031161000,2.0
1400000US17031161100,1.0
1400000US17031161200,0.0
1400000US17031161300,0.0
1400000US17031170100,1.0
1400000US17031170200,1.0
1400000US17031170300,1.0
1400000US17031170400,2.0
1400000US17031170500,0.0
1400000US17031170600,0.0
1400000US17031170700,0.0
1400000US17031170800,1.0
1400000US17031170900,0.0
1400000US17031171000,1.0
1400000US17031171100,0.0
1400000US17031180100,1.0
1400000US17031190100,2.0
1400000US17031190200,1.0
1400000US17031190300,1.0
1400000US17031190401,0.0
1400000US17031190402,1.0
1400000US17031190601,0.0
1400000US17031190602,0.0
1400000US17031190701,0.0
1400000US17031190702,0.0
1400000US17031190800,0.0
1400000US17031190900,2.0
1400000US17031191000,0.0
1400000US17031191100,1.0
1400000US17031191200,7.0
1400000US17031191301,0.0
1400000US17031191302,0.0
1400000US17031200100,0.0
1400000US17031200200,1.0
1400000US17031200300,0.0
1400000US17031200401,0.0
1400000US17031200402,0.0
1400000US17031210100,0.0
1400000US17031210400,0.0
1400000US17031210501,2.0
1400000US17031210502,0.0
1400000US17031210601,1.0
1400000US17031210602,0.0
1400000US17031210700,0.0
1400000US17031210800,0.0
1400000US17031210900,0.0
1400000US17031220300,0.0
1400000US17031220400,0.0
1400000US17031220500,0.0
1400000US17031220601,0.0
1400000US17031220602,0.0
1400000US17031220701,0.0
1400000US17031220702,2.0
1400000US17031220901,0.0
1400000US17031220902,0.0
1400000US17031221000,0.0
1400000US17031221100,0.0
1400000US17031221200,1.0
1400000US17031221300,2.0
1400000US17031221400,0.0
1400000US17031221500,0.0
1400000US17031221600,0.0
1400000US17031222200,0.0
1400000US17031222500,0.0
1400000US17031222600,0.0
1400000US17031222700,0.0
1400000US17031222800,0.0
1400000US17031222900,0.0
1400000US17031230100,0.0
1400000US17031230200,1.0
1400000US17031230300,0.0
1400000US17031230400,0.0
1400000US17031230500,2.0
1400000US17031230600,2.0
1400000US17031230700,1.0
1400000US17031230800,0.0
1400000US17031230900,1.0
1400000US17031231100,0.0
1400000US17031231200,7.0
1400000US17031231500,4.0
1400000US17031240200,1.0
1400000US17031240300,0.0
1400000US17031240500,0.0
1400000US17031240600,0.0
1400000US17031240700,0.0
1400000US17031240800,0.0
1400000US17031240900,2.0
1400000US17031241000,0.0
1400000US17031241100,1.0
1400000US17031241200,0.0
1400000US17031241300,0.0
1400000US17031241400,2.0
1400000US17031241500,0.0
1400000US17031241600,0.0
1400000US17031242000,0.0
1400000US17031242100,2.0
1400000US17031242200,0.0
1400000US17031242300,0.0
1400000US17031242400,2.0
1400000US17031242500,0.0
1400000US17031242600,3.0
1400000US17031242700,0.0
1400000US17031242800,0.0
1400000US17031242900,0.0
1400000US17031243000,0.0
1400000US17031243100,0.0
1400000US17031243200,0.0
1400000US17031243300,0.0
1400000US17031243400,1.0
1400000US17031243500,1.0
1400000US17031250200,0.0
1400000US17031250300,2.0
1400000US17031250400,0.0
1400000US17031250500,0.0
1400000US17031250600,1.0
1400000US17031250700,1.0
1400000US17031250800,0.0
1400000US17031251000,1.0
1400000US17031251100,2.0
1400000US17031251200,1.0
1400000US17031251300,1.0
1400000US17031251400,1.0
1400000US17031251500,1.0
1400000US17031251600,0.0
1400000US17031251700,0.0
1400000US17031251800,4.0
1400000US17031251900,2.0
1400000US17031252000,1.0
1400000US17031252101,4.0
1400000US17031252102,6.0
1400000US17031252201,0.0
1400000US17031252202,4.0
1400000US17031260100,2.0
1400000US17031260200,1.0
1400000US17031260300,0.0
1400000US17031260400,1.0
1400000US17031260500,0.0
1400000US17031260600,1.0
1400000US17031260700,0.0
1400000US17031260800,4.0
1400000US17031260900,1.0
1400000US17031261000,1.0
1400000US17031270500,2.0
1400000US17031271200,0.0
1400000US17031271300,1.0
1400000US17031271400,0.0
1400000US17031271500,1.0
1400000US17031271800,2.0
1400000US17031280100,1.0
1400000US17031280400,0.0
1400000US17031280800,0.0
1400000US17031280900,0.0
1400000US17031281900,2.0
1400000US17031282700,1.0
1400000US17031282800,0.0
1400000US17031283100,0.0
1400000US17031283200,0.0
1400000US17031283800,0.0
1400000US17031290900,1.0
1400000US17031291200,1.0
1400000US17031291600,0.0
1400000US17031292200,0.0
1400000US17031292400,1.0
1400000US17031292500,0.0
1400000US17031300500,2.0
1400000US17031300600,0.0
1400000US17031300700,1.0
1400000US17031300800,0.0
1400000US17031300900,2.0
1400000US17031301100,1.0
1400000US17031301200,1.0
1400000US17031301600,0.0
1400000US17031301701,0.0
1400000US17031301702,0.0
1400000US17031301801,0.0
1400000US17031301802,0.0
1400000US17031301803,0.0
1400000US17031310200,0.0
1400000US17031310300,0.0
1400000US17031310400,0.0
1400000US17031310500,0.0
1400000US17031310600,0.0
1400000US17031310700,0.0
1400000US17031310800,0.0
1400000US17031310900,0.0
1400000US17031320100,5.0
1400000US17031320400,1.0
1400000US17031320600,2.0
1400000US17031330100,4.0
1400000US17031330200,1.0
1400000US17031340300,0.0
1400000US17031340400,0.0
1400000US17031340500,1.0
1400000US17031340600,1.0
1400000US17031350100,0.0
1400000US17031350400,1.0
1400000US17031351000,0.0
1400000US17031351100,0.0
1400000US17031351400,1.0
1400000US17031351500,1.0
1400000US17031360200,0.0
1400000US17031380100,1.0
1400000US17031380200,0.0
1400000US17031380500,0.0
1400000US17031380700,0.0
1400000US17031381200,0.0
1400000US17031381400,1.0
1400000US17031381500,0.0
1400000US17031381800,3.0
1400000US17031381900,0.0
1400000US17031390100,0.0
1400000US17031390200,0.0
1400000US17031390300,1.0
1400000US17031390400,0.0
1400000US17031390500,0.0
1400000US17031390600,0.0
1400000US17031390700,0.0
1400000US17031400300,0.0
1400000US17031400400,0.0
1400000US17031400500,0.0
1400000US17031400800,0.0
1400000US17031410100,0.0
1400000US17031410200,0.0
1400000US17031410500,0.0
1400000US17031410600,0.0
1400000US17031410700,0.0
1400000US17031410800,2.0
1400000US17031410900,0.0
1400000US17031411000,0.0
1400000US17031411100,0.0
1400000US17031411200,0.0
1400000US17031420100,0.0
1400000US17031420200,0.0
1400000US17031420300,0.0
1400000US17031420400,2.0
1400000US17031420500,0.0
1400000US17031420600,1.0
1400000US17031420700,2.0
1400000US17031420800,1.0
1400000US17031421200,8.0
1400000US17031430101,7.0
1400000US17031430102,1.0
1400000US17031430200,1.0
1400000US17031430300,0.0
1400000US17031430400,0.0
1400000US17031430500,0.0
1400000US17031430600,1.0
1400000US17031430700,0.0
1400000US17031430800,1.0
1400000US17031430900,0.0
1400000US17031431200,0.0
1400000US17031431301,1.0
1400000US17031431302,4.0
1400000US17031431400,3.0
1400000US17031440101,3.0
1400000US17031440102,4.0
1400000US17031440201,3.0
1400000US17031440202,1.0
1400000US17031440300,0.0
1400000US17031440600,1.0
1400000US17031440700,2.0
1400000US17031440800,2.0
1400000US17031440900,3.0
1400000US17031450300,0.0
1400000US17031460100,1.0
1400000US17031460200,0.0
1400000US17031460301,1.0
1400000US17031460302,0.0
1400000US17031460400,1.0
1400000US17031460500,1.0
1400000US17031460600,1.0
1400000US17031460700,1.0
1400000US17031461000,1.0
1400000US17031470100,2.0
1400000US17031480100,0.0
1400000US17031480200,0.0
1400000US17031480300,1.0
1400000US17031480400,0.0
1400000US17031480500,2.0
1400000US17031490300,0.0
1400000US17031490400,1.0
1400000US17031490500,1.0
1400000US17031490600,0.0
1400000US17031490700,0.0
1400000US17031490800,4.0
1400000US17031490901,1.0
1400000US17031490902,3.0
1400000US17031491000,2.0
1400000US17031491100,1.0
1400000US17031491200,2.0
1400000US17031491300,2.0
1400000US17031491400,2.0
1400000US17031500100,2.0
1400000US17031500200,3.0
1400000US17031500300,6.0
1400000US17031510100,0.0
1400000US17031510200,2.0
1400000US17031510300,3.0
1400000US17031520100,2.0
1400000US17031520200,0.0
1400000US17031520300,0.0
1400000US17031520400,1.0
1400000US17031520500,2.0
1400000US17031520600,3.0
1400000US17031530100,0.0
1400000US17031530200,0.0
1400000US17031530300,3.0
1400000US17031530400,1.0
1400000US17031530501,3.0
1400000US17031530502,1.0
1400000US17031530503,3.0
1400000US17031530600,0.0
1400000US17031540101,1.0
1400000US17031540102,0.0
1400000US17031550100,0.0
1400000US17031550200,0.0
1400000US17031560100,1.0
1400000US17031560200,0.0
1400000US17031560300,1.0
1400000US17031560400,0.0
1400000US17031560700,1.0
1400000US17031560800,1.0
1400000US17031560900,0.0
1400000US17031561000,1.0
1400000US17031561100,0.0
1400000US17031570100,0.0
1400000US17031570200,0.0
1400000US17031570300,0.0
1400000US17031570400,0.0
1400000US17031570500,0.0
1400000US17031580100,0.0
1400000US17031580200,0.0
1400000US17031580300,0.0
1400000US17031580400,0.0
1400000US17031580501,2.0
1400000US17031580502,2.0
1400000US17031580600,0.0
1400000US17031580700,3.0
1400000US17031580800,0.0
1400000US17031590500,0.0
1400000US17031590600,0.0
1400000US17031590700,0.0
1400000US17031600400,0.0
1400000US17031600600,0.0
1400000US17031600700,0.0
1400000US17031600900,1.0
1400000US17031610300,3.0
1400000US17031610400,0.0
1400000US17031610800,0.0
1400000US17031611000,2.0
1400000US17031611100,0.0
1400000US17031611200,1.0
1400000US17031611300,1.0
1400000US17031611400,0.0
1400000US17031611500,1.0
1400000US17031611600,0.0
1400000US17031611700,1.0
1400000US17031611800,0.0
1400000US17031611900,0.0
1400000US17031612000,1.0
1400000US17031612100,2.0
1400000US17031620100,2.0
1400000US17031620200,1.0
1400000US17031620300,0.0
1400000US17031620400,0.0
1400000US17031630100,0.0
1400000US17031630200,0.0
1400000US17031630300,1.0
1400000US17031630400,0.0
1400000US17031630500,0.0
1400000US17031630800,0.0
1400000US17031630900,0.0
1400000US17031640100,0.0
1400000US17031640300,3.0
1400000US17031640400,2.0
1400000US17031640500,0.0
1400000US17031640600,0.0
1400000US17031640700,0.0
1400000US17031640800,0.0
1400000US17031650100,0.0
1400000US17031650200,0.0
1400000US17031650301,1.0
1400000US17031650302,1.0
1400000US17031650400,0.0
1400000US17031650500,0.0
1400000US17031660301,0.0
1400000US17031660302,0.0
1400000US17031660400,8.0
1400000US17031660500,1.0
1400000US17031660600,0.0
1400000US17031660700,0.0
1400000US17031660800,1.0
1400000US17031660900,2.0
1400000US17031661000,2.0
1400000US17031661100,1.0
1400000US17031670100,2.0
1400000US17031670200,0.0
1400000US17031670300,0.0
1400000US17031670400,1.0
1400000US17031670500,0.0
1400000US17031670600,0.0
1400000US17031670700,0.0
1400000US17031670800,3.0
1400000US17031670900,1.0
1400000US17031671100,0.0
1400000US17031671200,0.0
1400000US17031671300,1.0
1400000US17031671400,0.0
1400000US17031671500,2.0
1400000US17031671600,0.0
1400000US17031671800,2.0
1400000US17031671900,1.0
1400000US17031672000,1.0
1400000US17031680500,2.0
1400000US17031680600,0.0
1400000US17031680900,3.0
1400000US17031681000,0.0
1400000US17031681100,3.0
1400000US17031681200,0.0
1400000US17031681300,2.0
1400000US17031681400,0.0
1400000US17031690300,1.0
1400000US17031690400,1.0
1400000US17031690500,0.0
1400000US17031690900,2.0
1400000US17031691000,2.0
1400000US17031691100,0.0
1400000US17031691200,2.0
1400000US17031691300,1.0
1400000US17031691400,2.0
1400000US17031691500,1.0
1400000US17031700100,5.0
1400000US17031700200,1.0
1400000US17031700301,0.0
1400000US17031700302,0.0
1400000US17031700401,1.0
1400000US17031700402,0.0
1400000US17031700501,3.0
1400000US17031700502,0.0
1400000US17031710100,0.0
1400000US17031710200,2.0
1400000US17031710300,1.0
1400000US17031710400,3.0
1400000US17031710500,0.0
1400000US17031710600,0.0
1400000US17031710700,2.0
1400000US17031710800,9.0
1400000US17031710900,0.0
1400000US17031711000,1.0
1400000US17031711100,0.0
1400000US17031711200,3.0
1400000US17031711300,0.0
1400000US17031711400,5.0
1400000US17031711500,0.0
1400000US17031720100,1.0
1400000US17031720200,0.0
1400000US17031720300,0.0
1400000US17031720400,0.0
1400000US17031720500,1.0
1400000US17031720600,0.0
1400000US17031720700,1.0
1400000US17031730100,0.0
1400000US17031730201,0.0
1400000US17031730202,1.0
1400000US17031730300,1.0
1400000US17031730400,0.0
1400000US17031730500,1.0
1400000US17031730600,1.0
1400000US17031730700,0.0
1400000US17031740100,0.0
1400000US17031740200,0.0
1400000US17031740300,0.0
1400000US17031740400,2.0
1400000US17031750100,0.0
1400000US17031750200,0.0
1400000US17031750300,0.0
1400000US17031750400,0.0
1400000US17031750500,6.0
1400000US17031750600,0.0
1400000US17031760801,0.0
1400000US17031760802,0.0
1400000US17031760803,0.0
1400000US17031770602,0.0
1400000US17031770902,0.0
1400000US17031810400,0.0
1400000US17031821402,0.0
1400000US17031823304,0.0
1400000US17031830500,0.0
1400000US17031830600,3.0
1400000US17031830700,1.0
1400000US17031830800,0.0
1400000US17031830900,0.0
1400000US17031831000,0.0
1400000US17031831100,0.0
1400000US17031831200,1.0
1400000US17031831300,1.0
1400000US17031831400,3.0
1400000US17031831500,0.0
1400000US17031831600,2.0
1400000US17031831700,0.0
1400000US17031831800,0.0
1400000US17031831900,0.0
1400000US17031832000,2.0
1400000US17031832100,0.0
1400000US17031832200,0.0
1400000US17031832300,1.0
1400000US17031832400,0.0
1400000US17031832500,0.0
1400000US17031832600,0.0
1400000US17031832900,0.0
1400000US17031833000,1.0
1400000US17031833100,1.0
1400000US17031833300,0.0
1400000US17031833900,3.0
1400000US17031834000,1.0
1400000US17031834200,4.0
1400000US17031834300,2.0
1400000US17031834400,0.0
1400000US17031834500,0.0
1400000US17031834600,0.0
1400000US17031834700,2.0
1400000US17031834800,0.0
1400000US17031834900,1.0
1400000US17031835000,1.0
1400000US17031835100,0.0
1400000US17031835200,0.0
1400000US17031835500,0.0
1400000US17031835600,12.0
1400000US17031835700,0.0
1400000US17031835800,2.0
1400000US17031835900,0.0
1400000US17031836000,0.0
1400000US17031836100,0.0
1400000US17031836200,2.0
1400000US17031836300,0.0
1400000US17031836400,0.0
1400000US17031836500,0.0
1400000US17031836600,4.0
1400000US17031836700,0.0
1400000US17031836800,2.0
1400000US17031836900,0.0
1400000US17031837000,1.0
1400000US17031837100,1.0
1400000US17031837300,5.0
1400000US17031837400,1.0
1400000US17031837800,1.0
1400000US17031838000,1.0
1400000US17031838100,1.0
1400000US17031838200,1.0
1400000US17031838300,2.0
1400000US17031838600,1.0
1400000US17031838700,5.0
1400000US17031838800,5.0
1400000US17031839000,1.0
1400000US17031839100,10.0
1400000US17031839200,0.0
1400000US17031839500,0.0
1400000US17031839600,0.0
1400000US17031839700,0.0
1400000US17031839800,1.0
1400000US17031839900,0.0
1400000US17031840000,0.0
1400000US17031840100,0.0
1400000US17031840200,0.0
1400000US17031840300,2.0
1400000US17031840400,3.0
1400000US17031840700,0.0
1400000US17031840800,0.0
1400000US17031841000,0.0
1400000US17031841100,2.0
1400000US17031841200,1.0
1400000US17031841300,1.0
1400000US17031841400,2.0
1400000US17031841500,0.0
1400000US17031841600,0.0
1400000US17031841700,0.0
1400000US17031841800,0.0
1400000US17031841900,0.0
1400000US17031842000,0.0
1400000US17031842100,1.0
1400000US17031842200,11.0
1400000US17031842300,1.0
1400000US17031842400,1.0
1400000US17031842500,1.0
1400000US17031842600,0.0
1400000US17031842800,1.0
1400000US17031842900,2.0
1400000US17031843000,3.0
1400000US17031843100,2.0
1400000US17031843200,1.0
1400000US17031843300,2.0
1400000US17031843400,2.0
1400000US17031843500,1.0
1400000US17031843600,1.0
1400000US17031843700,3.0
1400000US17031843800,1.0
1400000US17031843900,2.0
